Time_String,Elapsed_Sec,Ign1_X,Ign1_Y,Ign2_X,Ign2_Y,Ign3_X,Ign3_Y
18:17:42.00,889.0,525252.902,3377643.094,,,526095.573,3377515.645
18:17:43.00,890.0,525252.243,3377641.719,,,526094.461,3377514.913
18:17:44.00,891.0,525251.265,3377640.551,,,526093.349,3377514.182
18:17:45.00,892.0,525250.144,3377639.522,,,526092.237,3377513.450
18:17:46.00,893.0,525248.816,3377638.773,,,526091.126,3377512.718
18:17:47.00,894.0,525247.432,3377638.130,,,526090.014,3377511.986
18:17:48.00,895.0,525245.992,3377637.625,,,526088.902,3377511.255
18:17:49.00,896.0,525244.658,3377636.891,,,526087.791,3377510.523
18:17:50.00,897.0,525243.555,3377635.841,,,526086.679,3377509.791
18:17:51.00,898.0,525242.769,3377634.542,,,526085.567,3377509.059
18:17:52.00,899.0,525242.295,3377633.092,,,526084.455,3377508.328
18:17:53.00,900.0,525241.572,3377631.749,,,526083.344,3377507.596
18:17:54.00,901.0,525240.850,3377630.405,,,526082.232,3377506.864
18:17:55.00,902.0,525239.832,3377629.281,,,526081.120,3377506.132
18:17:56.00,903.0,525238.615,3377628.366,,,526080.009,3377505.401
18:17:57.00,904.0,525237.363,3377627.494,,,526078.897,3377504.669
18:17:58.00,905.0,525236.080,3377626.677,,,526077.785,3377503.937
18:17:59.00,906.0,525234.693,3377626.041,,,526076.673,3377503.205
18:18:00.00,907.0,525233.275,3377625.478,,,526075.562,3377502.474
18:18:01.00,908.0,525231.921,3377624.775,,,526074.450,3377501.742
18:18:02.00,909.0,525230.686,3377623.879,,,526073.338,3377501.010
18:18:03.00,910.0,525229.332,3377623.175,,,526072.227,3377500.278
18:18:04.00,911.0,525227.915,3377622.612,,,526071.115,3377499.546
18:18:05.00,912.0,525226.586,3377621.865,,,526070.003,3377498.815
18:18:06.00,913.0,525225.491,3377620.807,,,526068.891,3377498.083
18:18:07.00,914.0,525224.640,3377619.543,,,526067.780,3377497.351
18:18:08.00,915.0,525223.929,3377618.195,,,526066.668,3377496.619
18:18:09.00,916.0,525223.686,3377616.705,,,526065.556,3377495.888
18:18:10.00,917.0,525223.648,3377615.181,,,526064.445,3377495.156
18:18:11.00,918.0,525223.549,3377613.660,,,526063.333,3377494.424
18:18:12.00,919.0,525223.137,3377612.203,,,526062.221,3377493.692
18:18:13.00,920.0,525222.653,3377610.757,,,526061.110,3377492.961
18:18:14.00,921.0,525222.234,3377609.290,,,526059.998,3377492.229
18:18:15.00,922.0,525221.814,3377607.823,,,526058.886,3377491.497
18:18:16.00,923.0,525221.379,3377606.361,,,526057.774,3377490.765
18:18:17.00,924.0,525220.765,3377604.967,,,526056.663,3377490.034
18:18:18.00,925.0,525219.757,3377603.823,,,526055.551,3377489.302
18:18:19.00,926.0,525218.565,3377602.874,,,526054.439,3377488.570
18:18:20.00,927.0,525217.245,3377602.107,,,526053.328,3377487.838
18:18:21.00,928.0,525216.002,3377601.223,,,526052.216,3377487.107
18:18:22.00,929.0,525214.662,3377600.498,,,526051.104,3377486.375
18:18:23.00,930.0,525213.345,3377599.730,,,526049.992,3377485.643
18:18:24.00,931.0,525212.139,3377598.796,,,526048.881,3377484.911
18:18:25.00,932.0,525210.976,3377597.810,,,526047.769,3377484.180
18:18:26.00,933.0,525209.954,3377596.679,,,526046.657,3377483.448
18:18:27.00,934.0,525208.958,3377595.523,,,526045.546,3377482.716
18:18:28.00,935.0,525207.973,3377594.359,,,526044.434,3377481.984
18:18:29.00,936.0,525207.307,3377592.998,,,526043.322,3377481.252
18:18:30.00,937.0,525206.961,3377591.513,,,526042.210,3377480.521
18:18:31.00,938.0,525206.672,3377590.015,,,526041.099,3377479.789
18:18:32.00,939.0,525206.205,3377588.567,,,526039.987,3377479.057
18:18:33.00,940.0,525205.480,3377587.228,,,526038.875,3377478.325
18:18:34.00,941.0,525204.380,3377586.170,,,526037.764,3377477.594
18:18:35.00,942.0,525203.134,3377585.336,,,526036.652,3377476.862
18:18:36.00,943.0,525201.818,3377584.587,,,526035.540,3377476.130
18:18:37.00,944.0,525200.386,3377584.063,,,526034.428,3377475.398
18:18:38.00,945.0,525199.021,3377583.387,,,526033.317,3377474.667
18:18:39.00,946.0,525197.778,3377582.514,,,526032.205,3377473.935
18:18:40.00,947.0,525196.651,3377581.486,,,526031.093,3377473.203
18:18:41.00,948.0,525195.596,3377580.385,,,526029.982,3377472.471
18:18:42.00,949.0,525194.620,3377579.213,,,526028.870,3377471.740
18:18:43.00,950.0,525193.637,3377578.064,,,526027.758,3377471.008
18:18:44.00,951.0,525192.485,3377577.066,,,526026.647,3377470.276
18:18:45.00,952.0,525191.248,3377576.191,,,526025.535,3377469.544
18:18:46.00,953.0,525189.870,3377575.536,,,526024.423,3377468.813
18:18:47.00,954.0,525188.619,3377574.675,,,526023.311,3377468.081
18:18:48.00,955.0,525187.408,3377573.747,,,526022.200,3377467.349
18:18:49.00,956.0,525186.204,3377572.818,,,526021.088,3377466.617
18:18:50.00,957.0,525185.272,3377571.614,,,526019.976,3377465.885
18:18:51.00,958.0,525184.408,3377570.362,,,526018.865,3377465.154
18:18:52.00,959.0,525183.428,3377569.193,,,526017.753,3377464.422
18:18:53.00,960.0,525182.509,3377567.975,,,526016.641,3377463.690
18:18:54.00,961.0,525181.514,3377566.818,,,526015.529,3377462.958
18:18:55.00,962.0,525180.382,3377565.798,,,526014.418,3377462.227
18:18:56.00,963.0,525179.074,3377565.027,,,526013.306,3377461.495
18:18:57.00,964.0,525177.743,3377564.281,,,526012.194,3377460.763
18:18:58.00,965.0,525176.406,3377563.547,,,526011.083,3377460.031
18:18:59.00,966.0,525175.066,3377562.818,,,526009.971,3377459.300
18:19:00.00,967.0,525173.716,3377562.110,,,526008.859,3377458.568
18:19:01.00,968.0,525172.332,3377561.466,,,526007.747,3377457.836
18:19:02.00,969.0,525170.953,3377560.814,,,526006.636,3377457.104
18:19:03.00,970.0,525169.618,3377560.083,,,526005.524,3377456.373
18:19:04.00,971.0,525168.467,3377559.082,,,526004.412,3377455.641
18:19:05.00,972.0,525167.559,3377557.856,,,526003.301,3377454.909
18:19:06.00,973.0,525166.697,3377556.606,,,526002.189,3377454.177
18:19:07.00,974.0,525166.549,3377555.089,,,526001.077,3377453.446
18:19:08.00,975.0,525166.468,3377553.573,,,525999.965,3377452.714
18:19:09.00,976.0,525166.088,3377552.096,,,525998.854,3377451.982
18:19:10.00,977.0,525165.340,3377550.767,,,525997.742,3377451.250
18:19:11.00,978.0,525164.351,3377549.620,,,525996.630,3377450.519
18:19:12.00,979.0,525163.141,3377548.702,,,525995.519,3377449.787
18:19:13.00,980.0,525161.863,3377547.872,,,525994.407,3377449.055
18:19:14.00,981.0,525160.490,3377547.207,,,525993.295,3377448.323
18:19:15.00,982.0,525159.039,3377546.755,,,525992.183,3377447.591
18:19:16.00,983.0,525157.555,3377546.401,,,525991.072,3377446.860
18:19:17.00,984.0,525156.132,3377545.865,,,525989.960,3377446.128
18:19:18.00,985.0,525154.767,3377545.183,,,525988.848,3377445.396
18:19:19.00,986.0,525153.391,3377544.525,,,525987.737,3377444.664
18:19:20.00,987.0,525152.111,3377543.710,,,525986.625,3377443.933
18:19:21.00,988.0,525151.056,3377542.637,,,525985.513,3377443.201
18:19:22.00,989.0,525150.254,3377541.340,,,525984.402,3377442.469
18:19:23.00,990.0,525149.516,3377540.006,,,525983.290,3377441.737
18:19:24.00,991.0,525148.688,3377538.724,,,525982.178,3377441.006
18:19:25.00,992.0,525147.609,3377537.646,,,525981.066,3377440.274
18:19:26.00,993.0,525146.407,3377536.706,,,525979.955,3377439.542
18:19:27.00,994.0,525145.179,3377535.801,,,525978.843,3377438.810
18:19:28.00,995.0,525143.882,3377535.000,,,525977.731,3377438.079
18:19:29.00,996.0,525142.619,3377534.144,,,525976.620,3377437.347
18:19:30.00,997.0,525141.483,3377533.136,,,525975.508,3377436.615
18:19:31.00,998.0,525140.487,3377531.980,,,525974.396,3377435.883
18:19:32.00,999.0,525139.535,3377530.790,,,525973.284,3377435.152
18:19:33.00,1000.0,525138.545,3377529.635,,,525972.173,3377434.420
18:19:34.00,1001.0,525137.403,3377528.628,,,525971.061,3377433.688
18:19:35.00,1002.0,525136.212,3377527.674,,,525969.949,3377432.956
18:19:36.00,1003.0,525135.090,3377526.643,,,525968.838,3377432.225
18:19:37.00,1004.0,525134.156,3377525.445,,,525967.726,3377431.493
18:19:38.00,1005.0,525133.439,3377524.098,,,525966.614,3377430.761
18:19:39.00,1006.0,525132.743,3377522.741,,,525965.502,3377430.029
18:19:40.00,1007.0,525131.908,3377521.468,,,525964.391,3377429.297
18:19:41.00,1008.0,525130.858,3377520.370,,,525963.279,3377428.566
18:19:42.00,1009.0,525129.614,3377519.487,,,525962.167,3377427.834
18:19:43.00,1010.0,525128.329,3377518.664,,,525961.056,3377427.102
18:19:44.00,1011.0,525126.999,3377517.919,,,525959.944,3377426.370
18:19:45.00,1012.0,525125.574,3377517.374,,,525958.832,3377425.639
18:19:46.00,1013.0,525124.147,3377516.841,,,525957.720,3377424.907
18:19:47.00,1014.0,525122.744,3377516.246,,,525956.600,3377424.189
18:19:48.00,1015.0,525121.509,3377515.359,,,525955.478,3377423.473
18:19:49.00,1016.0,525120.412,3377514.298,,,525954.356,3377422.756
18:19:50.00,1017.0,525119.231,3377513.333,,,525953.235,3377422.040
18:19:51.00,1018.0,525117.978,3377512.468,,,525952.113,3377421.324
18:19:52.00,1019.0,525116.588,3377511.849,,,525950.991,3377420.608
18:19:53.00,1020.0,525115.148,3377511.344,,,525949.869,3377419.891
18:19:54.00,1021.0,525113.801,3377510.642,,,525948.748,3377419.175
18:19:55.00,1022.0,525112.855,3377509.480,,,525947.626,3377418.459
18:19:56.00,1023.0,525112.083,3377508.167,,,525946.504,3377417.743
18:19:57.00,1024.0,525111.127,3377506.980,,,525945.382,3377417.026
18:19:58.00,1025.0,525110.058,3377505.894,,,525944.260,3377416.310
18:19:59.00,1026.0,525109.047,3377504.751,,,525943.139,3377415.594
18:20:00.00,1027.0,525108.051,3377503.595,,,525942.017,3377414.878
18:20:01.00,1028.0,525106.935,3377502.559,,,525940.895,3377414.161
18:20:02.00,1029.0,525105.887,3377501.454,,,525939.773,3377413.445
18:20:03.00,1030.0,525105.021,3377500.206,,,525938.652,3377412.729
18:20:04.00,1031.0,525104.105,3377498.993,,,525937.530,3377412.013
18:20:05.00,1032.0,525103.306,3377497.694,,,525936.408,3377411.296
18:20:06.00,1033.0,525102.643,3377496.332,,,525935.286,3377410.580
18:20:07.00,1034.0,525102.023,3377494.940,,,525934.165,3377409.864
18:20:08.00,1035.0,525101.131,3377493.714,,,525933.043,3377409.148
18:20:09.00,1036.0,525099.943,3377492.758,,,525931.921,3377408.431
18:20:10.00,1037.0,525098.825,3377491.720,,,525930.799,3377407.715
18:20:11.00,1038.0,525097.637,3377490.764,,,525929.677,3377406.999
18:20:12.00,1039.0,525096.646,3377489.604,,,525928.556,3377406.283
18:20:13.00,1040.0,525095.952,3377488.253,,,525927.434,3377405.566
18:20:14.00,1041.0,525095.576,3377486.785,,,525926.312,3377404.850
18:20:15.00,1042.0,525095.922,3377485.300,,,525925.190,3377404.134
18:20:16.00,1043.0,525096.516,3377483.901,,,525924.069,3377403.418
18:20:17.00,1044.0,525096.047,3377482.625,,,525922.947,3377402.701
18:20:18.00,1045.0,,,,,525921.825,3377401.985
18:20:19.00,1046.0,,,,,525920.703,3377401.269
18:20:20.00,1047.0,,,,,525919.582,3377400.553
18:20:21.00,1048.0,,,,,525918.460,3377399.836
18:20:22.00,1049.0,,,,,525917.338,3377399.120
18:20:23.00,1050.0,,,,,525916.216,3377398.404
18:20:24.00,1051.0,,,,,525915.094,3377397.688
18:20:25.00,1052.0,,,,,525913.973,3377396.971
18:20:26.00,1053.0,,,,,525912.851,3377396.255
18:20:27.00,1054.0,,,,,525911.729,3377395.539
18:20:28.00,1055.0,,,,,525910.607,3377394.823
18:20:29.00,1056.0,,,,,525909.486,3377394.106
18:20:30.00,1057.0,,,,,525908.364,3377393.390
18:20:31.00,1058.0,,,,,525907.242,3377392.674
18:20:32.00,1059.0,,,,,525906.120,3377391.958
18:20:33.00,1060.0,,,,,525904.999,3377391.241
18:20:34.00,1061.0,,,,,525903.877,3377390.525
18:20:35.00,1062.0,,,,,525902.755,3377389.809
18:20:36.00,1063.0,,,,,525901.633,3377389.093
18:20:37.00,1064.0,,,,,525900.512,3377388.376
18:20:38.00,1065.0,,,,,525899.390,3377387.660
18:20:39.00,1066.0,,,,,525898.268,3377386.944
18:20:40.00,1067.0,,,,,525897.146,3377386.228
18:20:41.00,1068.0,,,,,525896.024,3377385.511
18:20:42.00,1069.0,,,,,525894.903,3377384.795
18:20:43.00,1070.0,,,,,525893.781,3377384.079
18:20:44.00,1071.0,,,,,525892.659,3377383.363
18:20:45.00,1072.0,,,,,525891.537,3377382.646
18:20:46.00,1073.0,,,,,525890.416,3377381.930
18:20:47.00,1074.0,,,,,525889.294,3377381.214
18:20:48.00,1075.0,,,,,525888.172,3377380.498
18:20:49.00,1076.0,,,,,525887.050,3377379.781
18:20:50.00,1077.0,,,,,525885.929,3377379.065
18:20:51.00,1078.0,,,,,525884.807,3377378.349
18:20:52.00,1079.0,,,,,525883.685,3377377.633
18:20:53.00,1080.0,,,,,525882.563,3377376.916
18:20:54.00,1081.0,,,,,525881.441,3377376.200
18:20:55.00,1082.0,,,,,525880.320,3377375.484
18:20:56.00,1083.0,,,,,525879.198,3377374.768
18:20:57.00,1084.0,,,,,525878.076,3377374.051
18:20:58.00,1085.0,,,,,525876.954,3377373.335
18:20:59.00,1086.0,,,,,525875.833,3377372.619
18:21:00.00,1087.0,,,,,525874.711,3377371.903
18:21:01.00,1088.0,,,,,525873.589,3377371.186
18:21:02.00,1089.0,,,,,525872.467,3377370.470
18:21:03.00,1090.0,,,,,525871.346,3377369.754
18:21:04.00,1091.0,,,,,525870.224,3377369.038
18:21:05.00,1092.0,,,,,525869.102,3377368.321
18:21:06.00,1093.0,,,,,525867.980,3377367.605
18:21:07.00,1094.0,,,,,525866.858,3377366.889
18:21:08.00,1095.0,,,,,525865.737,3377366.173
18:21:09.00,1096.0,,,,,525864.615,3377365.456
18:21:10.00,1097.0,,,,,525863.493,3377364.740
18:21:11.00,1098.0,,,,,525862.371,3377364.024
18:21:12.00,1099.0,,,,,525861.250,3377363.308
18:21:13.00,1100.0,,,,,525860.128,3377362.591
18:21:14.00,1101.0,,,,,525859.006,3377361.875
18:21:15.00,1102.0,,,,,525857.884,3377361.159
18:21:16.00,1103.0,,,,,525856.763,3377360.443
18:21:17.00,1104.0,,,,,525855.641,3377359.727
18:21:18.00,1105.0,,,,,525854.519,3377359.010
18:21:19.00,1106.0,,,,,525853.397,3377358.294
18:21:20.00,1107.0,,,,,525852.276,3377357.578
18:21:21.00,1108.0,,,,,525851.154,3377356.862
18:21:22.00,1109.0,,,,,525850.032,3377356.145
18:21:23.00,1110.0,,,,,525848.910,3377355.429
18:21:24.00,1111.0,,,,,525847.788,3377354.713
18:21:25.00,1112.0,,,,,525846.667,3377353.997
18:21:26.00,1113.0,,,,,525845.545,3377353.280
18:21:27.00,1114.0,,,,,525844.423,3377352.564
18:21:28.00,1115.0,,,,,525843.301,3377351.848
18:21:29.00,1116.0,,,,,525842.180,3377351.132
18:21:30.00,1117.0,,,,,525841.058,3377350.415
18:21:31.00,1118.0,,,,,525839.936,3377349.699
18:21:32.00,1119.0,,,,,525838.814,3377348.983
18:21:33.00,1120.0,,,,,525837.693,3377348.267
18:21:34.00,1121.0,,,,,525836.571,3377347.550
18:21:35.00,1122.0,,,,,525835.449,3377346.834
18:21:36.00,1123.0,,,,,525834.327,3377346.118
18:21:37.00,1124.0,,,,,525833.205,3377345.402
18:21:38.00,1125.0,,,,,525832.084,3377344.685
18:21:39.00,1126.0,,,,,525830.962,3377343.969
18:21:40.00,1127.0,,,,,525829.840,3377343.253
18:21:41.00,1128.0,,,,,525828.718,3377342.537
18:21:42.00,1129.0,,,,,525827.597,3377341.820
18:21:43.00,1130.0,,,,,525826.475,3377341.104
18:21:44.00,1131.0,,,,,525825.353,3377340.388
18:21:45.00,1132.0,,,,,525824.231,3377339.672
18:21:46.00,1133.0,,,,,525823.110,3377338.955
18:21:47.00,1134.0,,,,,525821.988,3377338.239
18:21:48.00,1135.0,,,,,525820.866,3377337.523
18:21:49.00,1136.0,,,,,525819.744,3377336.807
18:21:50.00,1137.0,,,,,525818.623,3377336.090
18:21:51.00,1138.0,,,,,525817.501,3377335.374
18:21:52.00,1139.0,,,,,525816.379,3377334.658
18:21:53.00,1140.0,,,,,525815.257,3377333.942
18:21:54.00,1141.0,,,,,525814.135,3377333.225
18:21:55.00,1142.0,,,,,525813.014,3377332.509
18:21:56.00,1143.0,,,,,525811.892,3377331.793
18:21:57.00,1144.0,,,,,525810.770,3377331.077
18:21:58.00,1145.0,,,,,525809.648,3377330.360
18:21:59.00,1146.0,,,,,525808.527,3377329.644
18:22:00.00,1147.0,,,,,525807.405,3377328.928
18:22:01.00,1148.0,,,,,525806.283,3377328.212
18:22:02.00,1149.0,,,,,525805.161,3377327.495
18:22:03.00,1150.0,,,,,525804.040,3377326.779
18:22:04.00,1151.0,,,,,525802.918,3377326.063
18:22:05.00,1152.0,,,,,525801.796,3377325.347
18:22:06.00,1153.0,,,,,525800.674,3377324.630
18:22:07.00,1154.0,,,,,525799.552,3377323.914
18:22:08.00,1155.0,,,,,525798.431,3377323.198
18:22:09.00,1156.0,,,,,525797.309,3377322.482
18:22:10.00,1157.0,,,,,525796.187,3377321.765
18:22:11.00,1158.0,,,,,525795.065,3377321.049
18:22:12.00,1159.0,,,,,525793.944,3377320.333
18:22:13.00,1160.0,,,,,525792.822,3377319.617
18:22:14.00,1161.0,,,,,525791.700,3377318.900
18:22:15.00,1162.0,,,,,525790.578,3377318.184
18:22:16.00,1163.0,,,,,525789.457,3377317.468
18:22:17.00,1164.0,,,,,525788.335,3377316.752
18:22:18.00,1165.0,,,,,525787.213,3377316.035
18:22:19.00,1166.0,,,,,525786.091,3377315.319
18:22:20.00,1167.0,,,,,525784.969,3377314.603
18:22:21.00,1168.0,,,,,525783.848,3377313.887
18:22:22.00,1169.0,,,,,525782.726,3377313.170
18:22:23.00,1170.0,,,,,525781.604,3377312.454
18:22:24.00,1171.0,,,,,525780.482,3377311.738
18:22:25.00,1172.0,,,,,525779.361,3377311.022
18:22:26.00,1173.0,,,,,525778.239,3377310.305
18:22:27.00,1174.0,,,,,525777.117,3377309.589
18:22:28.00,1175.0,,,,,525775.995,3377308.873
18:22:29.00,1176.0,,,,,525774.874,3377308.157
18:22:30.00,1177.0,,,,,525773.752,3377307.440
18:22:31.00,1178.0,,,,,525772.630,3377306.724
18:22:32.00,1179.0,,,,,525771.508,3377306.008
18:22:33.00,1180.0,,,,,525770.387,3377305.292
18:22:34.00,1181.0,,,,,525769.265,3377304.575
18:22:35.00,1182.0,,,,,525768.143,3377303.859
18:22:36.00,1183.0,,,,,525767.021,3377303.143
18:22:37.00,1184.0,,,,,525765.899,3377302.427
18:22:38.00,1185.0,,,,,525764.778,3377301.710
18:22:39.00,1186.0,,,,,525763.656,3377300.994
18:22:40.00,1187.0,,,,,525762.534,3377300.278
18:22:41.00,1188.0,,,,,525761.412,3377299.562
18:22:42.00,1189.0,,,,,525760.291,3377298.845
18:22:43.00,1190.0,,,,,525759.169,3377298.129
18:22:44.00,1191.0,,,,,525758.047,3377297.413
18:22:45.00,1192.0,,,,,525756.925,3377296.697
18:22:46.00,1193.0,,,,,525755.804,3377295.980
18:22:47.00,1194.0,,,,,525754.682,3377295.264
18:22:48.00,1195.0,,,,,525753.560,3377294.548
18:22:49.00,1196.0,,,,,525752.438,3377293.832
18:22:50.00,1197.0,,,,,525751.316,3377293.115
18:22:51.00,1198.0,,,,,525750.195,3377292.399
18:22:52.00,1199.0,,,,,525749.073,3377291.683
18:22:53.00,1200.0,,,,,525747.951,3377290.967
18:22:54.00,1201.0,,,,,525746.829,3377290.250
18:22:55.00,1202.0,,,,,525745.708,3377289.534
18:22:56.00,1203.0,,,,,525744.586,3377288.818
18:22:57.00,1204.0,,,,,525743.464,3377288.102
18:22:58.00,1205.0,,,,,525742.342,3377287.385
18:22:59.00,1206.0,,,,,525741.221,3377286.669
18:23:00.00,1207.0,,,,,525740.099,3377285.953
18:23:01.00,1208.0,,,,,525738.977,3377285.237
18:23:02.00,1209.0,,,,,525737.855,3377284.520
18:23:03.00,1210.0,,,,,525736.733,3377283.804
18:23:04.00,1211.0,,,,,525735.612,3377283.088
18:23:05.00,1212.0,,,,,525734.490,3377282.372
18:23:06.00,1213.0,,,,,525733.368,3377281.655
18:23:07.00,1214.0,,,,,525732.246,3377280.939
18:23:08.00,1215.0,,,,,525731.125,3377280.223
18:23:09.00,1216.0,,,,,525730.003,3377279.507
18:23:10.00,1217.0,,,,,525728.881,3377278.790
18:23:11.00,1218.0,,,,,525727.759,3377278.074
18:23:12.00,1219.0,,,,,525726.638,3377277.358
18:23:13.00,1220.0,,,,,525725.516,3377276.642
18:23:14.00,1221.0,,,,,525724.394,3377275.925
18:23:15.00,1222.0,,,,,525723.272,3377275.209
18:23:16.00,1223.0,,,,,525722.151,3377274.493
18:23:17.00,1224.0,,,,,525721.029,3377273.777
18:23:18.00,1225.0,,,,,525719.907,3377273.060
18:23:19.00,1226.0,,,,,525718.785,3377272.344
18:23:20.00,1227.0,,,,,525717.663,3377271.628
18:23:21.00,1228.0,,,,,525716.542,3377270.912
18:23:22.00,1229.0,,,,,525715.420,3377270.195
18:23:23.00,1230.0,,,,,525714.298,3377269.479
18:23:24.00,1231.0,,,,,525713.176,3377268.763
18:23:25.00,1232.0,,,,,525712.055,3377268.047
18:23:26.00,1233.0,,,,,525710.933,3377267.331
18:23:27.00,1234.0,,,,,525709.811,3377266.614
18:23:28.00,1235.0,,,,,525708.689,3377265.898
18:23:29.00,1236.0,,,,,525707.568,3377265.182
18:23:30.00,1237.0,,,,,525706.446,3377264.466
18:23:31.00,1238.0,,,,,525705.324,3377263.749
18:23:32.00,1239.0,,,,,525704.202,3377263.033
18:23:33.00,1240.0,,,,,525703.080,3377262.317
18:23:34.00,1241.0,,,,,525701.959,3377261.601
18:23:35.00,1242.0,,,,,525700.837,3377260.884
18:23:36.00,1243.0,,,,,525699.715,3377260.168
18:23:37.00,1244.0,,,,,525698.593,3377259.452
18:23:38.00,1245.0,,,,,525697.472,3377258.736
18:23:39.00,1246.0,,,,,525696.350,3377258.019
18:23:40.00,1247.0,,,,,525695.228,3377257.303
18:23:41.00,1248.0,,,,,525694.106,3377256.587
18:23:42.00,1249.0,,,,,525692.985,3377255.871
18:23:43.00,1250.0,,,,,525691.863,3377255.154
18:23:44.00,1251.0,,,,,525690.741,3377254.438
18:23:45.00,1252.0,,,,,525689.619,3377253.722
18:23:46.00,1253.0,,,,,525688.497,3377253.006
18:23:47.00,1254.0,,,,,525687.376,3377252.289
18:23:48.00,1255.0,,,,,525686.254,3377251.573
18:23:49.00,1256.0,,,,,525685.132,3377250.857
18:23:50.00,1257.0,,,,,525684.010,3377250.141
18:23:51.00,1258.0,,,,,525682.889,3377249.424
18:23:52.00,1259.0,,,,,525681.767,3377248.708
18:23:53.00,1260.0,,,,,525680.645,3377247.992
18:23:54.00,1261.0,,,,,525679.523,3377247.276
18:23:55.00,1262.0,,,,,525678.402,3377246.559
18:23:56.00,1263.0,,,,,525677.280,3377245.843
18:23:57.00,1264.0,,,,,525676.158,3377245.127
18:23:58.00,1265.0,,,,,525675.036,3377244.411
18:23:59.00,1266.0,,,,,525673.915,3377243.694
18:24:00.00,1267.0,,,,,525672.793,3377242.978
18:24:01.00,1268.0,,,,,525671.671,3377242.262
18:24:02.00,1269.0,,,,,525670.549,3377241.546
18:24:03.00,1270.0,,,,,525669.427,3377240.829
18:24:04.00,1271.0,,,,,525668.306,3377240.113
18:24:05.00,1272.0,,,,,525667.184,3377239.397
18:24:06.00,1273.0,,,,,525666.062,3377238.681
18:24:07.00,1274.0,,,,,525664.940,3377237.964
18:24:08.00,1275.0,,,,,525663.819,3377237.248
18:24:09.00,1276.0,,,,,525662.697,3377236.532
18:24:10.00,1277.0,,,,,525661.575,3377235.816
18:24:11.00,1278.0,,,,,525660.453,3377235.099
18:24:12.00,1279.0,,,,,525659.332,3377234.383
18:24:13.00,1280.0,,,,,525658.210,3377233.667
18:24:14.00,1281.0,,,,,525657.088,3377232.951
18:24:15.00,1282.0,,,,,525655.966,3377232.234
18:24:16.00,1283.0,,,,,525654.844,3377231.518
18:24:17.00,1284.0,,,,,525653.723,3377230.802
18:24:18.00,1285.0,,,,,525652.601,3377230.086
18:24:19.00,1286.0,,,,,525651.479,3377229.369
18:24:20.00,1287.0,,,,,525650.357,3377228.653
18:24:21.00,1288.0,,,,,525649.236,3377227.937
18:24:22.00,1289.0,,,,,525648.114,3377227.221
18:24:23.00,1290.0,,,,,525646.992,3377226.504
18:24:24.00,1291.0,,,,,525645.870,3377225.788
18:24:25.00,1292.0,,,,,525644.749,3377225.072
18:24:26.00,1293.0,,,,,525643.627,3377224.356
18:24:27.00,1294.0,,,,,525642.505,3377223.639
18:24:28.00,1295.0,,,,,525641.383,3377222.923
18:24:29.00,1296.0,,,,,525640.261,3377222.207
18:24:30.00,1297.0,,,,,525639.140,3377221.491
18:24:31.00,1298.0,,,,,525638.018,3377220.774
18:24:32.00,1299.0,,,,,525636.896,3377220.058
18:24:33.00,1300.0,,,,,525635.774,3377219.342
18:24:34.00,1301.0,,,,,525634.653,3377218.626
18:24:35.00,1302.0,,,,,525633.531,3377217.909
18:24:36.00,1303.0,,,,,525632.409,3377217.193
18:24:37.00,1304.0,,,,,525631.287,3377216.477
18:24:38.00,1305.0,,,,,525630.166,3377215.761
18:24:39.00,1306.0,,,,,525629.044,3377215.044
18:24:40.00,1307.0,,,,,525627.922,3377214.328
18:24:41.00,1308.0,,,,,525626.800,3377213.612
18:24:42.00,1309.0,,,,,525625.679,3377212.896
18:24:43.00,1310.0,,,,,525624.557,3377212.179
18:24:44.00,1311.0,,,,,525623.435,3377211.463
18:24:45.00,1312.0,,,,,525622.313,3377210.747
18:24:46.00,1313.0,,,,,525621.191,3377210.031
18:24:47.00,1314.0,,,,,525620.070,3377209.314
18:24:48.00,1315.0,,,,,525618.948,3377208.598
18:24:49.00,1316.0,,,,,525617.826,3377207.882
18:24:50.00,1317.0,,,,,525616.704,3377207.166
18:24:51.00,1318.0,,,,,525615.583,3377206.449
18:24:52.00,1319.0,,,,,525614.461,3377205.733
18:24:53.00,1320.0,,,,,525613.339,3377205.017
18:24:54.00,1321.0,,,,,525612.217,3377204.301
18:24:55.00,1322.0,,,,,525611.096,3377203.584
18:24:56.00,1323.0,,,,,525609.974,3377202.868
18:24:57.00,1324.0,,,,,525608.852,3377202.152
18:24:58.00,1325.0,,,,,525607.730,3377201.436
18:24:59.00,1326.0,,,,,525606.608,3377200.719
18:25:00.00,1327.0,,,,,525605.487,3377200.003
18:25:01.00,1328.0,,,,,525604.365,3377199.287
18:25:02.00,1329.0,,,,,525603.243,3377198.571
18:25:03.00,1330.0,,,,,525602.121,3377197.854
18:25:04.00,1331.0,,,,,525601.000,3377197.138
18:25:05.00,1332.0,,,,,525599.878,3377196.422
18:25:06.00,1333.0,,,,,525598.756,3377195.706
18:25:07.00,1334.0,,,,,525597.634,3377194.989
18:25:08.00,1335.0,,,,,525596.513,3377194.273
18:25:09.00,1336.0,,,,,525595.391,3377193.557
18:25:10.00,1337.0,,,,,525594.269,3377192.841
18:25:11.00,1338.0,,,,,525593.147,3377192.124
18:25:12.00,1339.0,,,,,525592.026,3377191.408
